IDNO,State,Class,Name,Population,Lat,Long
1973,Laine,town,Ripham,,-35.743286,162.38053
1974,Laine,town,Greenberg,,-35.7584301,162.4296587
1975,Laine,village,Hoisting,,-35.7526195,162.4599511
1976,Laine,town,Greenboro,,-35.7262083,162.3708193
1977,Laine,village,St. Aidan,,-35.7626862,162.3151619
1978,Laine,village,Norry,,-35.6960586,162.3191797
1979,Laine,village,South Raywood,,-35.6937418,162.3450016
1980,Laine,village,Plymark,,-35.9132903,162.7637657
1981,Laine,town,Fallingate,,-35.7020451,162.6729898
1982,Laine,village,Rugwin,,-35.7199707,162.7103359
1983,Laine,town,Collosio,,-35.7339127,162.6709107
1984,Laine,village,Steventon,,-35.7220873,162.6322222
1985,Laine,village,Ardale,,-35.7052999,162.6995748
1986,Laine,town,Harnsey,,-35.7926023,162.565949
1987,Laine,village,Cleargate Hill,,-35.6971892,162.8226141
1988,Laine,village,Wheatley,,-35.7791363,162.853951
1989,Laine,town,Stillstone,,-35.7540364,162.8102985
1990,Laine,village,Heraldeen,,-35.9469026,162.7589113
1991,Laine,town,Riville,,-35.4195573,162.4694569
1992,Laine,village,Folklore,,-35.7470083,162.8784674
1993,Laine,village,Grand Field,,-35.7293779,162.8136586
1994,Laine,village,Preston,,-35.8139396,162.8917685
1995,Laine,city,South Harkness,,-35.3846283,162.5101087
1996,Laine,town,Gradon,,-35.301241,162.6733583
1997,Laine,village,Livermonth,,-35.1541417,162.507032
1998,Laine,village,Bayton,,-35.9299869,162.7520307
1999,Laine,town,Dilydon,,-35.6506159,162.7946879
2000,Laine,town,Andapolis,,-35.6588869,162.7707787
2001,Laine,village,Helena,,-35.6307043,162.7615465
2002,Laine,village,Gairder,,-35.6002981,162.7085201
2003,Laine,town,Bhia,,-35.0767683,162.6670434
2004,Laine,town,Heybrick,,-35.1335218,162.8463071
2005,Laine,town,Alado,,-35.1189736,162.7493771
2006,Laine,town,Ivy,,-35.275922,162.9125531
2007,Laine,town,Seaside Cliffs,,-35.629708,162.9326817
2008,Laine,town,Sorian,,-35.5751074,162.9892197
2009,Laine,town,Saint Anne,,-35.6601819,162.9190665
2010,Laine,town,Delta,,-35.2242199,163.0794713
2011,Laine,town,Rosemary,,-35.7158182,162.437981
2012,Laine,town,Linington,,-35.8448666,162.4373927
2013,Laine,town,Edmonton,,-35.8286052,162.4909521
2014,Laine,town,Roster,,-35.9133408,162.5234186
2015,Laine,village,Fellwood,,-35.8898898,162.6137872
2016,Laine,town,Owens,,-35.9149838,162.6422409
2017,Laine,town,Diven,,-35.9138433,162.6286763
2018,Laine,village,Carson,,-35.6548036,161.4589277
2019,Laine,town,Sindolor,,-35.4059781,161.1227133
2020,Laine,town,Algenkyl,,-35.452147,162.886961
2021,Laine,town,Talecino,,-35.559096,162.9514488
2022,Laine,town,Franklinburgh,,-35.350029,162.8185926
2023,Laine,town,Clayton upon Quep,,-35.3820701,160.2847144
2024,Laine,town,Clayton,,-35.8736594,160.7792002
2025,Laine,town,Hilliard,,-35.9598663,161.0082058
2026,Laine,town,Kenton,,-35.7336244,160.4742742
2027,Laine,town,Marlon,,-35.8321284,160.5915004
2028,Laine,town,Loura,,-35.7418295,161.0202506
2029,Laine,town,Propia,,-35.8075286,160.3281494
2030,Laine,town,Alston,,-35.6756632,162.2728857
2031,Laine,village,Fairfield,,-35.6134668,162.1108812
2032,Laine,town,Oak Hill,,-35.6688391,162.2026171
2033,Laine,town,Waverly Park,,-36.0217559,160.8927728
2034,Laine,town,Greenbrook,,-36.0741854,160.8317975
2035,Laine,village,Wyate,,-36.0576972,160.8663026
2036,Laine,village,Grimmens,,-36.0273415,160.8976279
2037,Laine,village,Monroe,,-35.7407028,160.5086086
2038,Laine,village,Skyfield,,-35.781548,160.5457097
2039,Laine,town,Burlington,,-35.8975825,160.5593676
2040,Laine,village,Airportville,,-36.001426,160.7983144
2041,Eustacia,village,Tarton Hall,,-34.1691198,162.1016662
2042,Eustacia,village,Adensville,,-34.896023,162.0862262
2043,Eustacia,village,Decauter,,-34.9878624,162.5351461
2044,Eustacia,village,Marlington Market,,-34.9765958,162.6024283
2045,Eustacia,town,Fiona,,-34.6207772,161.7990872
2046,Eustacia,town,Narehampton,,-34.9191818,162.1320557
2047,Eustacia,town,Saluwee,,-34.8036542,161.7503343
2048,Eustacia,town,Cassan,300,-34.6831508,161.6047595
2049,Eustacia,village,Mannatan,,-34.5149836,161.609287
2050,Eustacia,village,Dunseentin,,-34.7970055,161.6331265
2051,Eustacia,village,Tsisqua,,-35.1916872,161.7888158
2052,Eustacia,village,Heather,,-34.2002084,161.7900843
2053,Eustacia,village,Dos Cavaleiros,,-34.5820195,161.8032573
2054,Eustacia,town,Rothwell,,-34.4609203,161.7342919
2055,Eustacia,village,Litch,,-35.0050291,161.8622106
2056,Eustacia,city,Eleana,,-34.8433374,162.700246
2057,Eustacia,village,Goldman,,-35.0226507,161.8689784
2058,Eustacia,city,Thunderfield,,-33.120678,161.6879863
2059,Eustacia,city,Tornburgh,,-34.947255,160.0138843
2060,Eustacia,city,Amber Waves,,-34.9516311,162.8459433
2061,Eustacia,town,Waterleaf Island,,-34.9481113,162.8811121
2062,Eustacia,village,Wickmouth,,-35.0790641,162.0779607
2063,Eustacia,village,East Wickmouth,865,-35.0898947,162.1243474
2064,Eustacia,village,Daughter,,-35.1138576,162.1624608
2065,Eustacia,village,Laureal,,-35.1457396,162.4836565
2066,Eustacia,village,Tan Star Valley,,-35.0225871,162.4376056
2067,Eustacia,village,Fort Araway,,-35.0103619,162.299951
2068,Eustacia,village,Kandelce,,-35.0917379,162.4344261
2069,Eustacia,town,Francis,5000,-35.0212411,162.1842581
2070,Eustacia,town,Dorney Pass,,-35.1448815,162.1975061
2071,Eustacia,town,Pineville,,-35.0888512,162.250047
2072,Eustacia,town,Hendrick,14397,-35.0548951,162.2863851
2073,Eustacia,town,Harkston,,-35.1909814,162.4121457
2074,Eustacia,village,Tainsville,,-35.1236025,162.3370594
2075,Eustacia,village,Homeside,,-35.1635043,162.3534418
2076,Eustacia,village,Runestead,,-35.1434201,162.4162822
2077,Eustacia,town,Stafford,27301,-35.1025382,162.376153
2078,Eustacia,village,Cornerplace,,-35.0441962,162.3558545
2079,Eustacia,village,Beni Merzaine,,-34.8030837,162.6640077
2080,Eustacia,village,Arlak over the Marsh,,-34.8169598,162.6855174
2081,Eustacia,village,Cuanajo,,-34.9768389,162.7963304
2082,Eustacia,village,Floral Hill,,-34.9576384,162.7579203
2083,Eustacia,village,Lagunillas,,-34.8902436,162.7367949
2084,Eustacia,village,Wisteria Park,,-34.9146625,162.7491192
2085,Eustacia,town,Pedigo,,-34.8607803,162.7008814
2086,Eustacia,village,Playa Blanca,,-35.0690453,162.7555226
2087,Eustacia,village,Playa Amarilla,,-35.0819699,162.7750966
2088,Eustacia,town,Calabazas,,-35.0992604,162.8140226
2089,Eustacia,village,Castellanese Fort,,-35.0649238,162.8864536
2090,Eustacia,village,Puerto Soladad,,-35.0799678,162.9078902
2091,Eustacia,village,Teolan,,-35.0942952,162.8937177
2092,Eustacia,town,Tizupan,,-35.0707894,162.8938186
2093,Eustacia,village,Tecuanillo,,-35.0178721,162.8697427
2094,Eustacia,village,Cerro Blanco,,-35.050929,162.8763046
2095,Eustacia,village,Nihonese Gardens,,-35.012407,162.8700764
2096,Eustacia,village,Century Lynn,,-35.0051651,162.8393249
2097,Eustacia,town,Palm Manor,,-34.9271022,162.7704257
2098,Eustacia,town,Sable Pass,,-34.9368584,162.8069049
2099,Eustacia,village,Quarterway,,-35.079237,162.5235721
2100,Eustacia,village,Westvale,,-34.9658529,162.1663891
2101,Eustacia,village,Harris,,-34.991169,162.3734351
2102,Eustacia,village,Stallion,,-35.1882111,162.1554599
2103,Eustacia,village,Fareway,,-35.0821151,161.8547563
2104,Eustacia,village,Kineret,,-34.9988928,161.6772338
2105,Eustacia,town,Pottsville,,-35.1240457,161.8009269
2106,Eustacia,village,North Dorney,,-35.0607952,162.1712076
2107,Eustacia,village,Loreanne,,-35.1711539,162.2354115
2108,Eustacia,village,Corkill Valley,,-35.1482012,162.0896021
2109,Eustacia,village,Forrest City,,-35.2087424,162.262952
2110,Eustacia,village,Jamesville,,-34.3467351,162.0386364
2111,Eustacia,village,Georgebury,,-34.641715,162.4740044
2112,Eustacia,town,Bluegrass Island,,-35.0994912,162.9698548
2113,Eustacia,village,Kellywoods,,-34.1535956,162.1783457
2114,Eustacia,town,Coltham,,-35.1062123,162.044099
2115,Eustacia,hamlet,Lemmington,,-33.8051532,160.8217758
2116,Eustacia,hamlet,Tankersley,,-33.7308763,160.8763598
2117,Eustacia,village,Littlefield,,-33.6365648,161.1527564
2118,Eustacia,village,Culkin,,-33.7650411,161.0030869
2119,Eustacia,village,Hargraves,,-33.5270803,161.0651439
2120,Eustacia,hamlet,Page Junction,,-33.5320073,160.8643654
2121,Eustacia,hamlet,Hamler Bridge,,-33.5230228,160.7299915
2122,Eustacia,hamlet,Wolford Crossing,,-33.6477083,160.8047402
2123,Eustacia,village,Starksville,,-33.6125364,160.8169085
2124,Eustacia,village,Gaffney,,-33.7086096,160.8141271
2125,Eustacia,town,Slaytonsboro,,-33.6527729,160.8791411
2126,Eustacia,hamlet,Clark Butte,,-34.4015735,161.1452383
2127,Eustacia,hamlet,Reed Crossing,,-34.4281348,161.3719513
2128,Eustacia,hamlet,Traviss Gully,,-34.559693,161.3754701
2129,Eustacia,hamlet,Trent,,-34.5293208,161.2621301
2130,Eustacia,hamlet,Maynard Notch,,-34.5979953,161.1832094
2131,Eustacia,hamlet,Anson,,-34.4470819,161.4786171
2132,Eustacia,town,Hammond,,-34.2180124,161.5231362
2133,Eustacia,village,Clivey Glen,,-34.4988654,161.113603
2134,Eustacia,hamlet,Northpass,,-34.5744295,161.13626
2135,Eustacia,hamlet,Quinn's Pass,,-34.6685537,161.1332821
2136,Eustacia,village,Hillcrest,,-34.7245182,161.3608088
2137,Eustacia,hamlet,Merlin,50,-34.353411,162.0394179
2138,Eustacia,town,Somersole,,-34.3819402,162.1873232
2139,Eustacia,city,Hazelboro,,-33.9119194,162.138454
2140,Eustacia,town,Cannontown,,-33.8910728,162.2968023
2141,Eustacia,town,North Hazel,,-33.7770348,162.0032391
2142,Eustacia,town,Pinnacle,,-33.7439558,162.2323981
2143,Eustacia,town,Charmaine,,-33.9256993,161.969633
2144,Eustacia,town,Wyndham,,-34.1337246,162.1423673
2145,Eustacia,hamlet,Vear,,-33.7892043,162.2592381
2146,Eustacia,town,Berlinville,,-33.1750013,161.4394999
2147,Eustacia,town,Jenkins,,-32.9136029,160.9967419
2148,Eustacia,town,Slateville,900,-33.2716499,161.3109038
2149,Eustacia,town,Sandy Ridge,5000,-33.3440091,161.3543127
2150,Eustacia,town,Florence Shores,1000,-33.0219059,161.2291714
2151,Eustacia,town,Anahoosa,1000,-33.1614091,161.3132857
2152,Eustacia,town,Alterboro,,-32.9206641,161.3414381
2153,Eustacia,town,Tarrington,60,-33.2466422,161.2889743
2154,Eustacia,town,Florence Junction,,-33.0537155,161.3415669
2155,Eustacia,town,Vitoria Court House,,-34.6964389,161.9071736
2156,Eustacia,village,Hadiqa Park,,-34.6042845,162.5087906
2157,Eustacia,village,Degatalla,8973,-34.0132161,161.5928474
2158,Eustacia,village,Eustace,,-34.0218573,161.5269583
2159,Eustacia,village,Heather Fields,,-34.2320784,161.7228181
2160,Eustacia,hamlet,Angelo,,-34.0149952,161.6035563
2161,Eustacia,hamlet,Westford,,-33.9809584,161.5287282
2162,Eustacia,hamlet,Eustace Meadows,,-34.0377755,161.4649277
2163,Eustacia,village,Hackneyville,,-33.9535799,161.3441893
2164,Eustacia,village,Lily of the Valley,303,-34.2019758,161.6297209
2165,Eustacia,town,Huntington,,-33.824437,161.4337062
2166,Eustacia,town,Fir Ridge,6222,-34.1937714,161.6857908
2167,Eustacia,hamlet,Phelps Junction,,-33.7347615,161.4595412
2168,Eustacia,village,Halfstop,,-33.7754374,161.2180136
2169,Eustacia,village,Caldwell,,-34.0316785,161.3086509
2170,Eustacia,city,Hillsboro,80000,-34.1351342,161.9067854
2171,Eustacia,town,Menser,21821,-33.9350286,161.7928004
2172,Eustacia,town,Twin Rivers,5000,-33.970431,161.6667259
2173,Eustacia,village,Greenriver,1328,-33.9999841,161.6214287
2174,Eustacia,town,Richardsville,70,-32.4344778,160.5092766
2175,Eustacia,town,Oxford,243,-32.4430831,160.5383266
2176,Eustacia,town,Mountain Borrow,1100,-32.9020128,160.6139686
2177,Eustacia,town,Kizys,,-33.569166,161.7761173
2178,Eustacia,hamlet,Flax,,-33.6060459,161.8016125
2179,Eustacia,hamlet,Riverlook,,-33.5864791,161.7825616
2180,Eustacia,hamlet,Upper Cup,,-33.5813642,161.8115094
2181,Eustacia,hamlet,Kelleybrook,,-33.5952515,161.824059
2182,Eustacia,hamlet,Ewell,,-33.6489233,162.0867106
2183,Eustacia,village,Perry,,-33.6637429,161.9255223
2184,Eustacia,hamlet,South Perry,,-33.6758318,161.924796
2185,Eustacia,hamlet,Lower Cup,,-33.5954098,161.8013681
2186,Eustacia,hamlet,Surreytown,,-33.6569321,161.8653391
2187,Eustacia,hamlet,Ingrea,,-33.7013941,161.8383054
2188,Eustacia,hamlet,Colby,,-33.5664266,161.7036905
2189,Eustacia,hamlet,Central Cup,,-33.5863555,161.8078864
2190,Eustacia,city,Lake-Ville,,-32.9039905,160.5603154
2191,Eustacia,hamlet,Castleton,212,-33.9343076,161.597911
2192,Eustacia,village,Beauford,621,-33.9029062,161.5113829
2193,Ogdalen,city,Casper,80000,-34.9396992,158.5824911
2194,Ogdalen,city,Graggville,120000,-33.7270823,159.5691406
2195,Ogdalen,city,Adamsville,350000,-34.3645781,159.6582442
2196,Ogdalen,city,Chesterboro,35000,-33.7955542,160.1627254
2197,Ogdalen,town,Shelton,,-33.5853794,158.3227656
2198,Ogdalen,town,Carnaby,2000,-34.9672098,158.4405326
2199,Ogdalen,village,White Deer,500,-34.9163407,158.4648227
2200,Ogdalen,town,Clermont,,-34.9405475,159.0566247
2201,Ogdalen,town,Holiday,,-34.9360446,158.7311551
2202,Ogdalen,town,Middleville,6000,-34.0826634,159.5438
2203,Ogdalen,town,Middle Falls,1573,-34.0760165,159.631004
2204,Ogdalen,city,Mentone,,-34.4009385,159.4983386
2205,Ogdalen,town,Tower Rock,,-33.6253403,158.5171365
2206,Ogdalen,town,Tower Rock,,-33.6253403,158.5171365
2207,Ogdalen,city,Summit,45000,-34.565807,159.8235225
2208,Ogdalen,town,Xylopolis,22000,-34.5692179,159.761188
2209,Ogdalen,town,Wedgewood,16072,-34.4739239,159.7787732
2210,Ogdalen,village,Pretannic Fork,,-34.5010887,159.7389701
2211,Ogdalen,hamlet,Parlor Junction,,-34.4451671,159.7648868
2212,Ogdalen,town,Boater's Paradise,,-34.9726254,159.8383709
2213,Ogdalen,town,Slanmouth,,-34.5458024,159.9898624
2214,Ogdalen,town,West Adamsville,,-34.3567581,159.6454238
2215,Ogdalen,village,Rosemont,,-34.3531811,159.624585
2216,Ogdalen,village,Dunn River,,-33.7997585,158.0796018
2217,Ogdalen,town,Emerson,,-33.8347398,158.1860447
2218,Ogdalen,town,Emerson,,-33.8347398,158.1860447
2219,Ogdalen,town,Websterville,,-33.7652095,158.3465831
2220,Ogdalen,village,Mount Valentine,,-34.3366568,159.6554286
2221,Ogdalen,town,Crockerville,25000,-34.3225794,159.9054143
2222,Ogdalen,town,Gladden,,-34.1590903,160.0011955
2223,Ogdalen,town,Lake Compton,,-34.2150812,159.8941852
2224,Ogdalen,town,Crosshill,2000,-34.4088444,159.9481567
2225,Ogdalen,city,Aston,30000,-33.3529545,158.5308195
2226,Ogdalen,town,Graves Mountain,,-33.3218384,158.5615121
2227,Ogdalen,village,Van Alen,,-33.7434589,159.5607757
2228,Ogdalen,village,Hudson,,-33.7382134,159.5476826
2229,Ogdalen,village,West Fork Falls,,-33.7611447,159.5358653
2230,Ogdalen,town,Sandy Ridge,,-33.9584008,160.0749925
2231,Ogdalen,town,Willow,,-33.9824323,160.0374548
2232,Ogdalen,town,Denton,30000,-33.9944595,158.9591137
2233,Ogdalen,town,Holbrook,10000,-32.8508259,159.9160531
2234,Ogdalen,town,Hookglade,10000,-34.6306441,159.5342393
2235,Ogdalen,town,Lawton,10000,-34.5200844,159.744949
2236,Ogdalen,town,Game Parlor,22163,-33.6890883,159.4334203
2237,Ogdalen,town,Tripps,25806,-33.841891,159.5552486
2238,Ogdalen,town,Floyd,26429,-33.689265,159.8814892
2239,Ogdalen,town,Rosedale,28671,-34.356086,158.732277
2240,Ogdalen,town,Quentinsburgh,9000,-33.7302424,159.2853801
2241,Ogdalen,village,Kelham,1000,-34.6212692,159.6447435
2242,Ogdalen,hamlet,Crossnore Junction,,-34.6193682,159.6085929
2243,Ogdalen,hamlet,Sodium Springs,,-34.5704839,159.6565496
2244,Ogdalen,hamlet,Dogwood Run,,-34.5161683,159.6456339
2245,Ogdalen,hamlet,Sparrow Valley,,-34.4216369,159.749644
2246,Ogdalen,hamlet,West Stapleton,,-34.4057337,159.7396727
2247,Ogdalen,hamlet,Foxtrot,,-34.4032187,159.7647738
2248,Ogdalen,hamlet,Croft Woods,,-34.3853423,159.7902132
2249,Ogdalen,town,Allen,6,-34.6434331,159.8888939
2250,Ogdalen,town,Robins,2500,-34.7271102,159.6411518
2251,Ogdalen,hamlet,Emma Junction,,-34.6289015,159.7687364
2252,Ogdalen,hamlet,Moores Chapel,,-34.6048122,159.7232585
2253,Ogdalen,hamlet,Barbecue,,-34.6216795,159.7533843
2254,Ogdalen,village,New Lentia,,-34.7252114,159.9501782
2255,Ogdalen,city,Lambert,25000,-34.622489,159.3235796
2256,Ogdalen,town,Azimuth,1000,-34.5153853,159.2186074
2257,Ogdalen,town,Monarch,4000,-34.8194827,159.9819519
2258,Ogdalen,town,Milltown,4500,-33.4779701,158.6739937
2259,Ogdalen,town,Eitesfield,,-33.5343771,158.0181853
2260,Ogdalen,town,Lake View,3000,-33.0978534,158.5974242
2261,Ogdalen,town,Littleboro,2000,-34.4257911,160.0333793
2262,Ogdalen,town,Federation,,-34.2006404,160.1464964
2263,Ogdalen,village,Weickern,1977,-32.9515804,159.9495439
2264,Ogdalen,village,Sunnyside,,-33.4892264,158.643287
2265,Ogdalen,hamlet,Daeganys Valley,,-33.4335902,158.6334371
2266,Ogdalen,village,Blue Creek,,-33.4301206,158.6614149
2267,Ogdalen,town,Northport,,-34.8999439,159.6413911
2268,Ogdalen,village,Faxco Island,,-34.8919538,159.6525062
2269,Ogdalen,city,Morganton,100000,-34.9197213,159.6153832
2270,Ogdalen,town,Morganton Beach,,-34.9093586,159.6625698
2271,Ogdalen,village,Edgewater,,-34.903249,159.6055984
2272,Ogdalen,town,Ashland,,-32.3927174,159.6800988
2273,Ogdalen,town,Godfrey,,-32.7087331,160.269241
2274,Ogdalen,village,Lake Cherryville,,-32.6827297,160.202636
2275,Ogdalen,town,Emeraldsville,2126,-32.4439246,160.0933307
2276,Ogdalen,town,Vorrell,,-33.3888112,158.4822463
2277,Ogdalen,village,Aether Hills,,-33.501721,158.9228695
2278,Ogdalen,hamlet,Knockaert Pastures,,-33.4893182,158.9182413
2279,Ogdalen,village,Little Knockaert,,-33.5062431,158.9318843
2280,Ogdalen,village,Tollody Park,,-33.4396615,158.9652499
2281,Ogdalen,town,Continental Slopes,,-33.4841496,159.0343405
2282,Ogdalen,hamlet,Knockaert Junction,,-33.4630063,158.8877749
2283,Ogdalen,hamlet,Jacassah Rock,,-33.4716878,158.8188743
2284,Ogdalen,hamlet,Solstice,,-33.5073615,158.991772
2285,Ogdalen,town,Trapperse,,-33.2090915,158.9420828
2286,Ogdalen,hamlet,Reider Cove,,-33.344045,158.6476421
2287,AR120-27,city,Pinehurst,120612,-36.3712294,159.3390796
2288,AR120-27,town,Chief River Falls,6097,-36.0598515,157.6622374
2289,AR120-27,town,Livingstone,5900,-35.2823649,159.1518232
2290,AR120-27,town,Newfield,7672,-35.5301353,159.1541581
2291,AR120-27,town,Oconsee,8396,-35.6779655,158.168168
2292,AR120-27,town,Harrison,4353,-36.4083766,158.0115011
2293,AR120-27,town,Sanford,12495,-36.3944949,158.8178296
2294,AR120-27,town,Parsons,14534,-36.1534746,159.592536
2295,AR120-27,town,Canton,23445,-35.9204427,159.3798156
2296,AR120-27,town,Wilson's Point,21396,-35.6861378,159.7046464
2297,AR120-27,town,Powder Hill,17550,-35.8989062,158.7833343
2298,AR120-27,town,Bryan,25240,-35.4195238,158.4764698
2299,AR120-27,city,Linden,45236,-35.9486748,160.7657592
2300,AR120-27,town,Greenhaven,61859,-36.1674004,160.4692924
2301,AR120-27,town,Ardmore,19021,-36.1012331,159.9863574
2302,AR120-27,town,Magnolia,52844,-35.7439039,159.0578594
2303,AR120-27,town,Senema,27833,-36.1499917,158.3277066
2304,AR120-27,town,Cedar Bluff,16823,-35.5722332,158.9306573
2305,AR120-27,city,Rockland,108577,-36.3244677,160.5278629
2306,AR120-27,city,Quepache,68432,-36.1186519,160.7960103
2307,AR120-27,city,Tpsachula,49758,-35.3089768,158.8572987
2308,AR120-27,city,Fisher,85402,-35.294097,159.794478
2309,AR120-27,city,Davidson,208914,-36.3412566,160.6467995
2310,AR120-27,city,Stanley,265330,-35.8844772,159.0603253
2311,AR120-27,town,Woodstock,34968,-35.9557524,159.0020606
2312,AR120-27,town,Clayton,19203,-36.0266722,159.0614811
2313,AR120-27,town,Capitol Heights,31264,-35.9530095,159.1535306
2314,AR120-27,town,Dover,26635,-35.9723685,159.0813958
2315,AR120-27,town,Springfield,9615,-35.7100662,159.2267427
2316,AR120-27,town,Norwood,41323,-35.8156155,159.1139143
2317,AR120-27,village,Golden Plain,8313,-35.9361551,158.8749628
2318,AR120-27,town,Forest Acres,14756,-35.9120037,158.9529366
2319,AR120-27,village,Winslow Heights,6554,-35.8253765,159.2445299
2320,AR120-27,village,Brasstown,22655,-35.9108396,159.263035
2321,AR120-27,village,Levittsville,10935,-35.8961412,159.1965597
2322,AR120-27,town,Vidalia,3695,-35.6910996,158.7093137
2323,AR120-28,village,Dunkirk,,-36.7393224,157.994735
2324,AR120-28,town,Randolph,,-37.3070221,157.6308408
2325,AR120-28,town,Prince James,62981,-36.8401764,158.509384
2326,AR120-28,village,Chatham,,-37.1924224,158.3020533
2327,AR120-28,city,Rutherford,78342,-37.0537382,157.4511559
2328,AR120-28,town,Douglass,,-37.2788334,158.5331064
2329,AR120-28,city,New Annshire,2482931,-37.1508823,158.2023208
2330,AR120-28,village,Lorresaw,,-36.9680679,157.5335114
2331,AR120-28,town,Feldham,,-37.3573661,157.2668715
2332,AR120-28,village,Kentbrook,,-37.0452963,156.642215
2333,AR120-28,village,Claremont,,-37.0978594,158.2590208
2334,AR120-28,town,Grenwich,,-37.0920149,158.0601912
2335,AR120-28,town,Hackettsville,,-37.1394771,158.1711982
2336,AR120-28,village,Elgin,,-37.2481163,158.3722516
2337,AR120-28,village,Wearhead Valley,,-37.2651068,158.2051965
2338,AR120-28,town,Williamsburg,,-37.1695258,157.1270214
2339,AR120-28,village,Kaveri,,-37.1453857,158.548409
2340,AR120-28,village,Canterbury,,-37.2398769,158.3736457
2341,AR120-28,village,Murphy's Corner,,-37.1909396,158.242129
2342,AR120-28,village,Needlewood Square,,-37.4649518,157.7955914
2343,AR120-28,hamlet,Sandy Bridge,,-37.4838192,157.8369729
2344,AR120-28,village,Willow Cove,,-37.4787487,157.8627414
2345,AR120-28,town,Birkshire,,-37.489101,157.7865037
2346,AR120-28,town,Golden Grove,,-37.4470269,157.5689197
2347,AR120-28,town,Harlsberry,,-37.1929679,158.1022003
2348,AR120-28,village,Milton,,-37.4691794,157.9624783
2349,AR120-28,village,North Capitol Heights,,-37.4911184,158.1041172
2350,AR120-28,village,Lebanon,,-37.4069001,157.9493731
2351,AR120-28,village,Elk Creek,,-37.2781913,157.7285045
2352,AR120-28,village,Gibbard's Ferry,,-37.3521227,157.6748603
2353,AR120-28,village,Berkeley,,-37.4864211,157.954455
2354,AR120-28,village,Windsor,,-37.4627424,157.9460205
2355,AR120-28,village,East Grenwich,,-37.0880991,158.0840876
2356,AR120-28,village,Mount Harrison,,-37.0514701,158.2442568
2357,AR120-28,village,Addylesburg,,-37.1131925,158.115313
2358,AR120-28,village,Kalmishtown,,-36.9530055,158.6320318
2359,AR120-28,village,Federsburg,,-36.7153808,157.6358765
2360,AR120-28,village,Peralia,,-37.1594544,157.0630425
2361,AR120-28,village,Worlesborough,,-37.4568319,156.7457351
2362,AR120-28,town,Dunwic,,-37.2099227,156.9892281
2363,AR120-28,village,Waycross,,-37.400223,158.1745935
2364,AR120-28,village,Wicker Ridge,,-37.1434001,158.2983002
2365,AR120-28,village,Monteith,,-37.0129732,158.1739691
2366,AR120-28,village,Bethany,,-37.1082482,158.1314378
2367,AR120-28,village,Mason,,-37.228142,157.9275244
2368,AR120-28,village,Foulton,4766,-36.9269581,158.5222091
2369,AR120-28,village,Liberty,4264,-36.8794749,158.5096851
2370,AR120-28,village,East Liberty,,-36.8794178,158.569911
2371,AR120-28,village,Lake Liberty,,-36.8759121,158.523915
2372,AR120-28,village,Stephen's Corner,,-36.8215607,158.5149468
2373,AR120-28,village,Ellingford,,-36.8995883,158.6149218
2374,AR120-28,town,Southgate,,-37.204292,158.2195686
2375,AR120-28,village,St. Edmunds,,-37.1430145,158.0543805
2376,AR120-28,hamlet,Cradock,,-37.3132218,158.4904003
2377,AR120-28,hamlet,Deerfeld,,-37.332739,158.4779147
2378,AR120-28,hamlet,Gartier's Burrow,,-37.3198706,158.4461637
2379,AR120-28,hamlet,Fosterville,,-37.369917,158.4756231
2380,AR120-28,town,New Willhed,,-36.97977,157.5123425
2381,AR120-28,village,Shrewsbury,,-36.9192613,158.4242549
2382,AR120-28,town,Wesley,,-37.097231,158.2204815
2383,AR120-28,town,Carlisle,,-37.0284533,157.9209114
2384,Michisaukee,hamlet,Weogufka,,-35.9354008,156.5263888
2385,Michisaukee,town,Agressa,,-36.3700077,154.6259439
2386,Michisaukee,hamlet,Chunnenuggee,,-35.9694184,156.4989259
2387,Michisaukee,hamlet,Melvyn,,-35.9482962,156.5066907
2388,Michisaukee,city,Massodeya City,455092,-36.7960981,154.0478738
2389,Michisaukee,town,Princetown,,-36.7647313,154.9027584
2390,Michisaukee,town,Valleyton,,-36.7189089,154.7959269
2391,Michisaukee,village,Boundary Corner,,-36.7504222,154.799769
2392,Michisaukee,village,Lexington,,-36.6834788,154.858005
2393,Michisaukee,town,Ashburn,,-36.1048903,156.5713341
2394,Michisaukee,village,Caspeyville,,-36.8032398,154.7089495
2395,Michisaukee,town,Old Cantonsville,,-37.7423884,155.8842575
2396,Michisaukee,town,Garysburg,,-38.6364181,155.3282224
2397,Michisaukee,town,Confluence,6500,-38.7512961,155.3236796
2398,Michisaukee,town,Castleshire,,-38.0797018,155.8792268
2399,Michisaukee,town,Peakshard,,-38.5533362,156.1386531
2400,Michisaukee,town,Landstone,15000,-37.6272125,154.8403296
2401,Michisaukee,town,Kalon,,-37.7935504,154.3319037
2402,Michisaukee,village,Moon,554,-37.5270531,155.1591175
2403,Michisaukee,village,Hammondshire,,-37.5870685,154.3867519
2404,Michisaukee,town,Steubenville,,-37.6052829,154.5476007
2405,Michisaukee,village,Countryside Corners,,-37.6757319,155.1611061
2406,Michisaukee,village,Lasboro,,-37.7790772,155.1815448
2407,Michisaukee,village,Fowl's Corners,,-37.7281694,155.7823508
2408,Michisaukee,village,Sommer Green,"80,000",-38.5148058,155.3455824
2409,Michisaukee,village,Plainsville,,-38.3435081,155.3022226
2410,Michisaukee,town,Sweetwater,34150,-38.6887318,155.5097351
